"","Id","Date","count(*)"
"1504","1WuU094Ch2g76n6OCzGtjA","1/19/2016",1
"1505","1WyeGGBEayOCtzwTCbgTLw","9/27/2014",1
"1506","1XtstRKrp1qMQbTh8zvl0w","11/2/2015",1
"1507","1XuclP_1WjBGbTw1RFn7mw","9/23/2009",1
"1508","1XxWSeD7zpYZ-fe6oZDYLQ","1/5/2014",1
"1509","1Y-EFlHqRZz9BebKZOtG2A","3/31/2015",1
"1510","1Y1AGznwsmGu9dH8AatiGQ","4/14/2015",1
"1511","1Y5ae13vDPis53gebj_Ntg","10/14/2009",1
"1512","1Y5ae13vDPis53gebj_Ntg","11/7/2010",1
"1513","1Y5ae13vDPis53gebj_Ntg","3/1/2015",1
"1514","1YPAFTJR0eIP0RdLARYpFA","4/1/2010",1
"1515","1YRF8HKvfT7XzeWvPpSCzQ","11/7/2014",1
"1516","1YTgwNd193PbkdhZnrTAUg","3/20/2016",1
"1517","1YYoLvrXIJfJT7Yy8CvY4g","1/6/2015",1
"1518","1YYoLvrXIJfJT7Yy8CvY4g","10/14/2014",1
"1519","1YYoLvrXIJfJT7Yy8CvY4g","2/19/2014",1
"1520","1YagyMCudqjY3sgPKSILcg","3/19/2016",1
"1521","1YgQJ6ZLMviRBMK529L1jw","8/14/2013",1
"1522","1Yn79Ec1Fi5AcPSqvY3Hsg","3/23/2016",1
"1523","1Yr6uFft9u6x4Dd8IeIwxw","6/26/2015",1
"1524","1YuLkHqW4qXK-xliepbJZA","5/16/2015",1
"1525","1YyjTfAI6xfwCLOU-97ItQ","7/10/2015",1
"1526","1ZLSNqofyJbjGL3x3PQBEg","11/12/2015",1
"1527","1ZYr2Olv8HZIBRdxl8Nx1g","11/2/2013",1
"1528","1ZZ0ptdyx8kdtMEBq4hFkg","7/30/2012",1
"1529","1Zl4QSRTdp6sgdbJLCY7Hg","7/31/2014",1
"1530","1ZoSZE0WFyKLpG7R9h8qUQ","7/14/2015",2
"1531","1ZoeEdmqJRiJb8nJoIMGUg","2/5/2014",2
"1532","1_8nvltFgmIOYVIODiOTQQ","8/15/2015",1
"1533","1_QE9lgZbtQlgedKBq0YXg","8/15/2015",1
"1534","1_WXBY5EwqTHugYGUi8m9g","2/17/2016",1
"1535","1_nvxKwSDbgL4NI2NzNzCQ","6/15/2015",1
"1536","1_u-Op0NeKftPpGlBju5Pg","12/6/2015",1
"1537","1a3h8Qx2ZaSbohWJDIAgMw","9/13/2010",1
"1538","1aDKmI9FD_i1MWQawPr2vw","10/29/2015",1
"1539","1aFLYACrgYZcstq-iwf7Aw","3/2/2015",1
"1540","1aFhoVWCNdp5ty3UyMtVGw","10/13/2013",1
"1541","1aFhoVWCNdp5ty3UyMtVGw","9/22/2014",1
"1542","1aLt64_jBic4ZicsWH2nBA","6/6/2015",1
"1543","1aOdMRUUkcMZOiL6xTyknA","2/27/2016",1
"1544","1aOdMRUUkcMZOiL6xTyknA","8/15/2014",1
"1545","1aQe_vhsgY4j0ah748Imsw","11/22/2015",1
"1546","1aVJ79BR-yIOCD0Y8fMTMw","12/23/2013",1
"1547","1aVJ79BR-yIOCD0Y8fMTMw","6/6/2013",1
"1548","1aZrrbAD4gtw7JIxDZkxrw","3/21/2015",1
"1549","1ahbYIeovDm05rCokTaMkQ","4/18/2015",1
"1550","1ahjUjYrTk4sNREliK1hxQ","12/31/2015",1
"1551","1aoVvbFemJaPDkLaa8RuCw","5/6/2015",1
"1552","1ar8f6yEa0xPEaWg1LmrBQ","6/17/2015",1
"1553","1arBzjWpZSC9JWP6dPEDEg","2/11/2016",1
"1554","1atfVKBHJr5_WgWvsXz1iA","11/15/2014",1
"1555","1b7YyXemgzgo5nTOeFIv5w","10/15/2015",1
"1556","1bTrKW-VSSecMPc3yXcAew","10/4/2015",1
"1557","1bXxrwBcoxsESd-Z3kjWIQ","8/26/2015",1
"1558","1bk3QmhM1ua6M5pw_-PpSw","10/7/2015",1
"1559","1bkSQlCt4ljXKrvavQoKcw","11/26/2015",1
"1560","1bqYUUNPQP2HLpra3q-iMA","3/6/2013",1
"1561","1btuwqGS_D7m7OGRMcBsog","11/14/2014",1
"1562","1btuwqGS_D7m7OGRMcBsog","12/10/2014",1
"1563","1btuwqGS_D7m7OGRMcBsog","5/7/2015",1
"1564","1btuwqGS_D7m7OGRMcBsog","9/19/2015",1
"1565","1btuwqGS_D7m7OGRMcBsog","9/29/2014",1
"1566","1c7kqPNwgjt71RpEGWhOoQ","1/4/2014",1
"1567","1cJlNNZ-iUkJZEzP39rgZA","2/22/2011",1
"1568","1cLv_ML2ns7NCRZ1ZzPDVA","3/16/2016",1
"1569","1cOR9cnxFUM5IrCaomQm7w","5/5/2015",1
"1570","1cPSRZU9_e6fTBuh31Ix-A","12/12/2015",1
"1571","1c_A1NT_xv6HXo_xHsXrBw","5/26/2013",1
"1572","1cr70d_vXLS2SO_A4kzx_Q","12/19/2015",1
"1573","1csTOU97SFQQFibkGUaMKw","3/28/2016",1
"1574","1dVUxQYvafczUgUlUqTQLg","7/4/2015",1
"1575","1dVUxQYvafczUgUlUqTQLg","8/30/2015",1
"1576","1dVvoTKEY3dc2kS0e6THKA","12/8/2014",1
"1577","1dcoFBSk85JTqV0AzKYYdw","2/21/2016",1
"1578","1diRPzvOaK5-OjIu3XdWdw","6/17/2015",1
"1579","1dpBhkKTwmhHsFP6WWVVog","8/2/2015",2
"1580","1dyz8smdfDLu32A4OuFLrw","12/23/2015",1
"1581","1dzNYVuFcRhtgcGe2wBcbw","8/15/2015",1
"1582","1e-lcT1CRMroaTfIkVH9CQ","4/6/2015",1
"1583","1eA1wsG2yaXBRmwq6WJnMw","11/24/2015",1
"1584","1eKA4a0j_o5wl-LCzxnfqg","8/25/2015",1
"1585","1eNi78gSTthdii_1Fna2zw","1/12/2016",1
"1586","1edQsizANeJ7T-pdvk0hwQ","9/4/2013",1
"1587","1egkoZyDGkQV0y2q3LyDfw","6/9/2014",1
"1588","1eje38mIBlfcGGIhjShQKg","10/2/2015",1
"1589","1emS1uTmvx5ZnDZHHTBvMQ","3/28/2015",1
"1590","1eotYwag8JWLtVyZPMwz1w","4/5/2015",1
"1591","1etilwXsH0mLo7GVSAFNYA","2/3/2016",1
"1592","1f1mPEvQZRldW7_tqMKqjA","8/14/2015",1
"1593","1fFbnhXJ33WKA32pDs0QgQ","1/22/2015",1
"1594","1fODRRCDr2oyEAARxI4L_Q","6/1/2010",1
"1595","1f_EwYJxyrNDB7WFAhcRww","3/1/2015",1
"1596","1fwvkVituqmTKwC5hgDFcg","10/30/2015",1
"1597","1fwvkVituqmTKwC5hgDFcg","11/27/2015",1
"1598","1g-FRdvYl00NeHbg2DAfWA","1/20/2016",1
"1599","1g1KGJ2Hbr5rTEvGiHCDEg","12/28/2015",1
"1600","1g5A8HIMlXfbtermNOft7Q","11/2/2015",1
"1601","1gEhxgDmYHmNc8a7t17kjA","3/29/2016",1
"1602","1gEhxgDmYHmNc8a7t17kjA","9/15/2015",1
"1603","1gZfMChqKS5PbxroK4RW2A","10/24/2014",1
"1604","1gcR7wcn8aYIrnvLG85PLg","6/6/2014",1
"1605","1gd-fcgZ6we_a6TYhhPXZg","10/17/2014",1
"1606","1gwVnwM40gTk1csrN80bXg","6/28/2015",1
"1607","1h2FuS5H_OTtt_xK0dYfJg","4/10/2014",1
"1608","1hK6MgP1KI0yL4W07fVsQQ","9/18/2014",1
"1609","1hN3iHfJDVYcx_XDXq7Uew","2/27/2016",1
"1610","1hZxKJU_aU8aaO6ECS88Pw","10/5/2015",1
"1611","1hankmVhshsF9N2mhZwxgw","10/10/2015",1
"1612","1hh26RYs7dXaWxxMqeKmTg","1/19/2016",1
"1613","1hh26RYs7dXaWxxMqeKmTg","10/1/2015",1
"1614","1hmv7m6opkHHeAgzAcjeiA","1/2/2016",1
"1615","1hmv7m6opkHHeAgzAcjeiA","1/31/2015",1
"1616","1hmv7m6opkHHeAgzAcjeiA","7/1/2014",1
"1617","1hmv7m6opkHHeAgzAcjeiA","7/6/2015",1
"1618","1hpsHu_U6ho7GrrL_x7vNA","10/28/2015",1
"1619","1hz6VMXUELw-BcclN-HRMw","2/3/2016",1
"1620","1i1p4y8PB6T0YnGZgrD-Pw","12/31/2014",1
"1621","1i6zH1ckSr8Qi64TQGTeIQ","10/19/2015",1
"1622","1iCPnLMg-4n-q6UOry1oTA","12/20/2015",1
"1623","1iCPnLMg-4n-q6UOry1oTA","12/4/2015",1
"1624","1iCPnLMg-4n-q6UOry1oTA","4/30/2015",1
"1625","1iCPnLMg-4n-q6UOry1oTA","6/3/2015",1
"1626","1iSB-lC10aq6aK-arhfo-Q","3/28/2016",1
"1627","1iUl7Q6_uFhp2G00QVF-Pg","12/1/2015",1
"1628","1iUl7Q6_uFhp2G00QVF-Pg","8/17/2014",1
"1629","1ioZ7FhsGgbjdmH4aDxZgQ","11/3/2013",1
"1630","1j2aC9EV--41fk3wsts7FA","8/26/2014",1
"1631","1j3GI3s3y7oLq4MSJ2JQVA","2/21/2016",1
"1632","1j5zqW4odJibCwabsprW3A","9/10/2013",1
"1633","1j63AEyaZ1OjiJ0ILVDayA","6/28/2015",1
"1634","1jAQIG-VKtVIYeFHPsq4cw","2/23/2014",1
"1635","1jMvUy1-X9aseIcLL1ZB1w","2/1/2015",1
"1636","1jYT-Tp0DH77Ipe124YFbA","9/29/2015",1
"1637","1kAjgPVtnyyMK0hPFFjLfA","10/23/2015",1
"1638","1kCP9QrE0A67PkUaC8blGA","2/6/2015",1
"1639","1kRly_HJpzkibejhv5R29Q","1/1/2015",1
"1640","1kRly_HJpzkibejhv5R29Q","11/6/2013",1
"1641","1kdIZc07j6FfENhGaGCHew","5/24/2015",1
"1642","1kgMy4mi3mV3Q4Whv7h02A","1/29/2016",1
"1643","1kmtXRkoTrZJRQIKilg3VA","8/18/2015",1
"1644","1koG8yNaZkYfxnkV3ldOMA","8/3/2015",1
"1645","1kszEep1uKYY4kw1NF4TIQ","2/19/2012",1
"1646","1kvwrg3FVIi1HQvVVOZ3wQ","3/10/2016",1
"1647","1l-IohAuWuyxRXjdlvFVFA","9/2/2015",1
"1648","1l0b63A3w8y4zwIyoNNFpw","1/22/2016",1
"1649","1lFx_sddnJsiXJUD3Ver9Q","11/8/2015",1
"1650","1lOD0s1Roh-ISa4AWVx8tw","5/1/2012",1
"1651","1lVPsCm2umt0tZ-UoolwRw","4/18/2014",1
"1652","1lnROLaNeuwTNIU56NRlpA","11/27/2015",1
"1653","1ltMx0qwjwz5m5fcG5NNRQ","12/20/2014",1
"1654","1luQcwbPYUMF42C6ra3pkQ","6/27/2014",1
"1655","1lzBlM0OFpElgcFKDmIG2A","1/20/2013",1
"1656","1mJ9X7ajr_Jl47tuQLVfyA","3/2/2016",1
"1657","1mU_JqJ_ssFJ3W01eQdXVQ","7/31/2015",1
"1658","1mX-4xMNmmcCJIwWSdjm3g","2/12/2015",1
"1659","1mX-4xMNmmcCJIwWSdjm3g","2/19/2016",2
"1660","1mo6q5YgP3MJcGtnASdGJA","3/20/2011",1
"1661","1n4e3ovQSRfwHtIbVlYJYA","2/22/2013",1
"1662","1nKLiHnmGTsS9FmkqSe_Eg","12/6/2015",1
"1663","1nKwNtlobYl1m716rvQ_Kw","8/13/2015",1
"1664","1nSc--VX9lWogvULiWrPDw","2/23/2014",1
"1665","1nU0EcaEjC_zdtKODVE27w","11/6/2015",1
"1666","1nZ80RQFT4nOq4_IU05FrA","10/16/2015",1
"1667","1noV96vX39YulJu0q8zyng","8/20/2011",1
"1668","1npz3LcMpMPcTJCU9jbwdA","10/30/2015",1
"1669","1npz3LcMpMPcTJCU9jbwdA","8/14/2015",1
"1670","1npz3LcMpMPcTJCU9jbwdA","9/20/2013",1
"1671","1o39ZZpw1KVCrWJAv4TN4g","11/3/2014",1
"1672","1o6pbI5MTjat-AGEaWlzZw","4/26/2013",1
"1673","1oQP4bElafW87AzY26Kavw","6/28/2014",1
"1674","1p2ui_VTlw2uwNzD_Wp7iQ","12/12/2015",1
"1675","1p2ui_VTlw2uwNzD_Wp7iQ","7/21/2013",1
"1676","1p8kEuU6RJQ1io-kp_H6cA","3/23/2016",1
"1677","1pUT_eMWOC6v3vTWKb7ncQ","2/22/2016",1
"1678","1pX8VshNQsXnxNW_jttnzw","2/5/2013",1
"1679","1p_0882bHqUTr-79Iudn_A","11/24/2014",1
"1680","1pb8deVOoYCiNJ9uKT6pLw","12/6/2014",1
"1681","1pbbJSNd9RVdyC3yvr_oHA","1/10/2016",1
"1682","1pbbJSNd9RVdyC3yvr_oHA","1/14/2016",1
"1683","1pbbJSNd9RVdyC3yvr_oHA","2/22/2015",1
"1684","1pbbJSNd9RVdyC3yvr_oHA","2/4/2015",1
"1685","1pbbJSNd9RVdyC3yvr_oHA","3/25/2016",1
"1686","1pbbJSNd9RVdyC3yvr_oHA","7/6/2015",1
"1687","1pbbJSNd9RVdyC3yvr_oHA","8/10/2015",1
"1688","1pgBOi63RqjdbkNpcUFcNg","5/31/2012",1
"1689","1pgMPYwMmA4UwEuh0bKEfg","11/21/2015",1
"1690","1plQq8jDLIHB38V5FpAl3Q","7/9/2013",1
"1691","1pspk2e5mH4m0UG1NbHCMw","4/7/2015",1
"1692","1pxVEJx4MMKx58_Of_ZXmQ","5/31/2015",1
"1693","1q6tchhBkHKbhS2zT0kQFQ","11/7/2015",1
"1694","1qEjhDRg_VkZecFmvuXx6g","6/10/2015",2
"1695","1qJ3ZnzldzjNUMsrew6lbw","11/4/2015",1
"1696","1qKrOZ5ZqUpbI4XvpqPk2g","11/24/2014",1
"1697","1qOF6nhCJ3Gndx8QKSmgmQ","10/12/2013",1
"1698","1qfP0ZKenS4H2UoyHZPLdA","9/13/2014",1
"1699","1ql2CS3Rmj9zRYURwsY-vA","6/15/2014",1
"1700","1qmEVKb1gVsagoc10vTv2Q","4/24/2015",1
"1701","1qqDZAOS090xCDY3B78sRg","3/4/2016",1
"1702","1qt2pYc5oopo1PrC7aljnw","12/13/2011",1
"1703","1qxPho0m_3r76KX9G7Cf-g","1/30/2016",1
"1704","1r2iGCLrvG3ZKEZdKYwPZw","5/24/2013",1
"1705","1rGS-MK2vvViyfGSFPCkLQ","2/28/2016",1
"1706","1rJqgPTRzLE5Ijf4J_OM-w","11/14/2015",1
"1707","1rJqgPTRzLE5Ijf4J_OM-w","3/29/2015",1
"1708","1rJqgPTRzLE5Ijf4J_OM-w","8/27/2015",1
"1709","1rJqgPTRzLE5Ijf4J_OM-w","9/21/2015",1
"1710","1rYlU0mGJCHqf7QcW_3KLw","3/31/2015",1
"1711","1r_rZKFqvWBCkYqpq3dG6w","10/30/2015",1
"1712","1reLki22gwZDUN_MONo1vQ","11/22/2015",1
"1713","1rmUV0HUf2GVm7SxDDIzPA","1/29/2016",1
"1714","1rtiYcKGtToRTuYE4TkkFQ","12/13/2014",1
"1715","1rw04VaoBYPzhlm3WKVR3g","1/30/2016",1
"1716","1ryhtj3_J6_Ekxd9ZynnIw","8/27/2008",1
"1717","1s3bYi1vPmgeMaq07U99IA","2/8/2015",1
"1718","1s3bYi1vPmgeMaq07U99IA","7/10/2015",1
"1719","1sEmliti4FB4cxGj38tMNA","4/13/2014",1
"1720","1sF3hrVMTxI-GD231F8PJg","10/6/2015",1
"1721","1sHoFbpiZfgYSFFQ2gm-Ig","10/27/2011",1
"1722","1sKsxtzjXau3pfPlBtRyQw","1/8/2012",1
"1723","1sKsxtzjXau3pfPlBtRyQw","10/22/2012",1
"1724","1sKsxtzjXau3pfPlBtRyQw","3/4/2015",1
"1725","1sKsxtzjXau3pfPlBtRyQw","8/9/2010",1
"1726","1sQE56T-7YV_0L2rfHOAHA","6/13/2015",1
"1727","1siMridn-1bYabH-jH9ZUQ","2/14/2011",1
"1728","1soJHdiP0v02Inkd9OdUCA","2/29/2016",1
"1729","1soJHdiP0v02Inkd9OdUCA","3/28/2016",1
"1730","1sxXLUKn6qCCVRJPhRNVYQ","1/22/2016",1
"1731","1sxXLUKn6qCCVRJPhRNVYQ","11/30/2014",1
"1732","1sxXLUKn6qCCVRJPhRNVYQ","12/23/2013",1
"1733","1sxXLUKn6qCCVRJPhRNVYQ","12/4/2015",1
"1734","1sxXLUKn6qCCVRJPhRNVYQ","2/1/2016",1
"1735","1sxXLUKn6qCCVRJPhRNVYQ","2/16/2016",1
"1736","1sxXLUKn6qCCVRJPhRNVYQ","3/4/2016",1
"1737","1sxXLUKn6qCCVRJPhRNVYQ","4/1/2014",1
"1738","1sxXLUKn6qCCVRJPhRNVYQ","7/16/2014",1
"1739","1sxXSNyR1NcHIfUKSR9tMg","1/17/2016",1
"1740","1t5pYjcuyLfJpGWnIH9IUQ","2/7/2013",1
"1741","1tF92WdBVe6fHJ8g6237Fg","2/14/2013",1
"1742","1tFzV7PJChOXUkqB5fB-5w","5/24/2015",1
"1743","1tImPTg9Qk_vgdWPP0xmIQ","3/22/2016",1
"1744","1tIwf4HT09EbyA8Wzl3N-w","2/6/2014",1
"1745","1tX1CYLKJXgjN8W5PuPV6w","7/8/2012",1
"1746","1te1M4qZkFq817CiuguOew","11/9/2014",1
"1747","1ti6xXCZEFW0Abvj0_FL6g","1/22/2007",1
"1748","1ttrQ2VbP5fWxezKHjuqjw","5/15/2015",1
"1749","1tuFfYkmUhEkEye7jR06ZA","11/13/2011",1
"1750","1tzJKCr6wWCHu8XsVqZKXg","8/19/2014",1
"1751","1uMBak1oErzD8z_J8n2pVw","2/14/2016",1
"1752","1uYH-5xWXmBwHkpgfCsA7w","8/2/2015",1
"1753","1ubHa8Hp1QWaP6u8y80J-w","7/19/2015",1
"1754","1uq9X55Odqiz8wN0LwxDtA","9/22/2014",2
"1755","1urKM2aNWdI6XY36uo8mzw","5/4/2015",1
"1756","1usNj4hoYP_8hWZZTMkmCQ","2/22/2015",1
"1757","1v60Z-kWfiRU6tNwn8hEXA","8/20/2015",1
"1758","1vEjLBr7V_doOw1mjihS5Q","10/15/2015",1
"1759","1vQa9pufdjouu9wq97nLRA","10/26/2013",1
"1760","1vQa9pufdjouu9wq97nLRA","2/2/2012",1
"1761","1vQa9pufdjouu9wq97nLRA","2/8/2012",1
"1762","1vQa9pufdjouu9wq97nLRA","3/20/2011",1
"1763","1vQa9pufdjouu9wq97nLRA","3/8/2013",1
"1764","1vQa9pufdjouu9wq97nLRA","4/30/2013",1
"1765","1vQa9pufdjouu9wq97nLRA","6/18/2012",1
"1766","1vQa9pufdjouu9wq97nLRA","8/1/2012",1
"1767","1vQa9pufdjouu9wq97nLRA","8/3/2012",1
"1768","1vVfoeMVionXjxpTOx6uOA","12/23/2014",1
"1769","1vonnayKj4o2ZBGFsWSQNg","2/4/2015",1
"1770","1vonnayKj4o2ZBGFsWSQNg","6/3/2011",1
"1771","1vopO7KrxdbS9t4Q7tVgFQ","3/10/2015",1
"1772","1vr2pBt_LVUdRgQcZHn01Q","12/19/2014",1
"1773","1vtmuGK0MOrHQT6IVS77BQ","10/22/2009",1
"1774","1vusaNT7EcVKh7QqoR_56Q","7/10/2007",1
"1775","1wASKbWkI8qImW6b85vgyg","2/23/2016",1
"1776","1wkJQYizkJcuvrRYfINVpg","11/13/2015",1
"1777","1wkJQYizkJcuvrRYfINVpg","2/19/2015",1
"1778","1wkJQYizkJcuvrRYfINVpg","8/17/2015",2
"1779","1wkJQYizkJcuvrRYfINVpg","9/1/2015",1
"1780","1wmgGqsssDsci1-t0K2KBA","9/24/2015",1
"1781","1wzqXYcqInky2TGbNzCnQw","1/1/2016",1
"1782","1wzqXYcqInky2TGbNzCnQw","10/25/2015",1
"1783","1wzqXYcqInky2TGbNzCnQw","8/1/2015",1
"1784","1xGsjDlxHhWYxU_RhqNGEg","12/19/2013",1
"1785","1xHBGB2_94ZKEFhUymqn1Q","3/13/2016",2
"1786","1xPwSoqV-9JO7ymb1epCjA","12/29/2012",1
"1787","1xgUyjR25Mv2HhNdjMCxLA","2/21/2012",1
"1788","1xgUyjR25Mv2HhNdjMCxLA","3/3/2012",1
"1789","1xnL7HsPR1ynkF2wITSGWg","9/14/2014",1
"1790","1y9rqzC-yQ1w-FcXfWPhOQ","2/25/2016",1
"1791","1yAFXJELSWkhefV9nAJV1Q","9/6/2007",1
"1792","1yFEKMbDBWkJIjxL190Bxg","7/14/2015",1
"1793","1yFTBC4-jVFXObYjg-34Dg","10/12/2015",1
"1794","1yFTBC4-jVFXObYjg-34Dg","10/24/2015",1
"1795","1yFTBC4-jVFXObYjg-34Dg","4/25/2015",1
"1796","1yFTBC4-jVFXObYjg-34Dg","7/25/2014",1
"1797","1yFTBC4-jVFXObYjg-34Dg","8/19/2014",1
"1798","1yFTBC4-jVFXObYjg-34Dg","8/5/2015",1
"1799","1yNg_9Phcepyq8R0vToniQ","5/9/2011",1
"1800","1yVwV4vpfC86259v93cHsA","7/17/2013",1
"1801","1ygqu7wry33wcy-XGAkZlA","6/9/2014",1
"1802","1ylCsCfgc0ezNaLf6z_8uw","8/19/2012",1
"1803","1ylCsCfgc0ezNaLf6z_8uw","9/27/2013",1
"1804","1ypFA2c3IqcBCXxiSvZblA","6/3/2013",1
"1805","1z0oV8n-LoI5d0NJmL_Jxw","10/4/2013",1
"1806","1z0oV8n-LoI5d0NJmL_Jxw","4/13/2013",1
"1807","1z0oV8n-LoI5d0NJmL_Jxw","4/20/2014",1
"1808","1z1WWW9ztC51vRoRon3crg","2/5/2016",1
"1809","1z6Ya67fON_wdwygbEV19g","7/16/2015",1
"1810","1zBPyarQeFi8Pvo5Y7FCZg","10/9/2014",1
"1811","1zBehFmK3rnMGgHXn4Na8A","11/10/2015",1
"1812","1zSFTIbJPQgxwd-1FQRylQ","1/28/2016",1
"1813","1zTknXKVyI421g52m__ZYA","2/16/2016",1
"1814","1zX3JJyYp3nNkuJfHEd14Q","7/21/2014",1
"1815","1zYtfWNAs-otpbmuydvkew","3/5/2013",1
"1816","1zjboYW0rkZh-kjgGv4jcg","12/14/2015",2
"1817","1zlx_HOV6t2iv3LkgrRPZg","11/28/2010",1
"1818","1znw8MNZaBjHBzvg2pwo2Q","1/1/2016",1
"1819","1zsfT1cUbbBcQxbqyksXOA","1/3/2016",1
"1820","2-GOjYZwA9HI6LCWxdDW7A","12/15/2015",1
"1821","2-hSvoZz2as_eGD4SrQBnw","11/15/2013",1
"1822","2-hSvoZz2as_eGD4SrQBnw","9/18/2015",1
"1823","200Z5bVHxRGTbPwSdR59KA","1/4/2016",1
"1824","200Z5bVHxRGTbPwSdR59KA","8/24/2015",1
"1825","20WjkseHIKkS6-6AubRgDg","5/29/2012",1
"1826","20nZrqiHuaRsAiDbL28FTg","4/26/2015",1
"1827","20pQG7cgcpvLi7fuVxiwLw","9/28/2013",1
"1828","20pvdDxIsCh-sgRbeDvVqg","6/30/2015",1
"1829","20q6NITMFjwjtL_Q33WXTg","3/5/2011",1
"1830","21-mZwa3hT68eoMokUcNWw","11/28/2013",1
"1831","211QXNO-CpIChmTbx2gL1w","3/28/2016",1
"1832","219y_iCMcDf9XUWq6pjwhA","6/27/2015",1
"1833","21ZJ2Fb7lZIVhJEDvARf9Q","1/27/2015",1
"1834","21gXKpsOZJaOB_SBVvPKvA","5/14/2015",1
"1835","21lsCoDRGVKCQoPskE8brg","9/10/2014",1
"1836","21r74TIVRK2wxm8WOgIeEQ","10/25/2015",1
"1837","21ueDoJrE6evZ1JJu-i6wA","8/31/2014",2
"1838","21yuRq23XtzvDQhfnDLIjA","7/13/2014",1
"1839","22-h9uVLt7QW_lPTjyr8lQ","9/11/2015",1
"1840","22FFqCzUdHfgfq59oq3ZPw","8/1/2008",1
"1841","22JxzQ-y2eAX3gpQ3uBR8Q","7/25/2015",2
"1842","22XoGpwH-cmuDd6r9hCdpQ","1/24/2016",1
"1843","22dC6VXzCyR6zTK-N1YIsA","2/23/2016",1
"1844","22pqaiIB6cKVLuknm0AkjA","5/30/2013",1
"1845","2358MS19MXHP6hRzrhylfQ","12/9/2015",1
"1846","23ETH7ONMla1g2XlufhGDA","6/16/2012",1
"1847","23_7mpmLVRsX_v2C2wZotA","1/13/2013",1
"1848","23twvLw4yL5tbN97sXFxMA","1/24/2016",1
"1849","23twvLw4yL5tbN97sXFxMA","2/17/2015",1
"1850","23twvLw4yL5tbN97sXFxMA","5/20/2015",1
"1851","24-ko-i6YBhKi121TOi4Gw","3/21/2015",1
"1852","24-v0QArcgr6ZffqwkDi8A","11/18/2012",1
"1853","24P_Qt1wqhYGjLrMI5yhqA","11/20/2015",1
"1854","24P_Qt1wqhYGjLrMI5yhqA","2/26/2016",1
"1855","24cLOiz6MffDGV7w7LSQ5A","8/25/2012",1
"1856","24j28rdAUzkmyAQTof1uMw","6/30/2013",1
"1857","24p-y6nqXrPoRmkFizdofA","3/16/2015",1
"1858","24p-y6nqXrPoRmkFizdofA","4/28/2010",1
"1859","258wR1rmujNHK0n8O9MY8w","1/8/2015",1
"1860","25P7ZLO6KdiqmerEa_HSbQ","8/21/2015",1
"1861","25a2-VVEiHZPGBdbqZ3g4w","1/3/2016",1
"1862","25a2-VVEiHZPGBdbqZ3g4w","2/21/2016",1
"1863","25fvzLbOLgsoGC_TTV4Wyw","4/1/2015",1
"1864","25fvzLbOLgsoGC_TTV4Wyw","4/21/2012",1
"1865","25j5u2VRER1sXs2XgHXu-A","2/14/2015",1
"1866","261fbw91QlOoJHL4fNFPpw","12/29/2015",1
"1867","26CFh2fhlF0mDXP8orYrOQ","11/4/2012",1
"1868","26VUSsTS9U9-Nt79fc_adg","10/8/2015",1
"1869","26epsf6OewHfrLv-ueJFiQ","11/10/2015",1
"1870","26in3DmODvIbtLdCGw1opQ","10/15/2015",1
"1871","2792sBJPL6XR2Hef49QxlA","1/5/2016",1
"1872","27A691LkVm_Kk1-ln4xqSQ","9/27/2015",1
"1873","27HEtxTLMPwcSFsEAmQYkg","6/16/2015",1
"1874","27HEtxTLMPwcSFsEAmQYkg","9/16/2014",1
"1875","27KV-G57-8QSGOiltua3EA","2/4/2016",1
"1876","27TuHe0aHVC8i3nge5rEXQ","3/16/2015",1
"1877","27Vst_5rDb9xAzOInAvG4g","7/22/2015",1
"1878","27dyb8TQbo42Cezj7cdPVw","4/3/2009",1
"1879","27t9BrvavmHZuf45ym67Yw","1/20/2016",2
"1880","282GcW1d1CMLo2jZusOqxQ","4/3/2013",1
"1881","28htuNvvn6SaFSm-Oe8dcg","10/6/2015",1
"1882","28j1YiaiTDmZ-uIn8SSpQw","11/21/2010",1
"1883","28y7lao6oN7NcVJpoqk1Sw","4/1/2010",1
"1884","29G8BrSfdeBBuxYXzLnjMg","10/30/2013",1
"1885","29G8BrSfdeBBuxYXzLnjMg","11/20/2014",1
"1886","29G8BrSfdeBBuxYXzLnjMg","11/3/2014",1
"1887","29G8BrSfdeBBuxYXzLnjMg","12/10/2015",1
"1888","29G8BrSfdeBBuxYXzLnjMg","2/13/2014",1
"1889","29G8BrSfdeBBuxYXzLnjMg","4/15/2014",1
"1890","29G8BrSfdeBBuxYXzLnjMg","4/7/2015",2
"1891","29G8BrSfdeBBuxYXzLnjMg","5/15/2015",1
"1892","29G8BrSfdeBBuxYXzLnjMg","5/6/2015",1
"1893","29G8BrSfdeBBuxYXzLnjMg","6/10/2013",1
"1894","29G8BrSfdeBBuxYXzLnjMg","7/16/2014",1
"1895","29G8BrSfdeBBuxYXzLnjMg","8/20/2015",1
"1896","29G8BrSfdeBBuxYXzLnjMg","8/7/2014",1
"1897","29G8BrSfdeBBuxYXzLnjMg","8/9/2013",1
"1898","29ciMDmzM561UeQB0l6aIQ","9/19/2014",1
"1899","29dS2NGItsSwct0JLpm7iQ","9/7/2015",1
"1900","29dZlLIOxVjT9dTJf4r5Qw","10/15/2015",1
"1901","29iwWbzn0DrNhTM0F6TKGA","3/20/2016",1
